EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,COLLATION_NAME,NUMERIC_PRECISION,DATETIME_PRECISION,CHARACTER_SET_NAME,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,varchar,MUL,varchar(255),YES,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_first_article,NULL,def,field_sidebar_ad_first_article_format,<blank>,NULL,10,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,YES,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,NULL,def,field_sidebar_ad_java_value,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,MUL,varchar(255),YES,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_ad_java,NULL,def,field_sidebar_ad_java_format,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,YES,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,NULL,def,field_sidebar_advertisement_firs_value,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,longtext,<blank>,longtext,YES,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,NULL,def,field_sidebar_advertisement_firs_summary,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,MUL,varchar(255),YES,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_firs,NULL,def,field_sidebar_advertisement_firs_format,<blank>,NULL,10,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,YES,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,NULL,def,field_sidebar_advertisement_java_value,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,MUL,varchar(255),YES,paintmag_production,"select,insert,update,references",field_revision_field_sidebar_advertisement_java,NULL,def,field_sidebar_advertisement_java_format,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_sequence_order_no,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_sequence_order_no,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_sequence_order_no,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_sequence_order_no,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_sequence_order_no,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_sequence_order_no,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_sequence_order_no,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),YES,paintmag_production,"select,insert,update,references",field_revision_field_slide_sequence_order_no,0,def,field_slide_sequence_order_no_value,<blank>,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_album,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_album,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_album,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_album,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_album,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_album,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_album,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_album,0,def,field_slide_show_album_tid,<blank>,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_category,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_category,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_category,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_category,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_category,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_category,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_category,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_category,0,def,field_slide_show_category_tid,<blank>,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,0,def,field_slide_show_image_fid,The file_managed.fid being referenced in this field.,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(3) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,0,def,field_slide_show_image_display,Flag to control whether this file should be displayed when viewing content.,1,9,NULL,3,NULL,NULL,NULL,NULL
<blank>,text,<blank>,text,YES,paintmag_production,"select,insert,update,references",field_revision_field_slide_show_image,NULL,def,field_slide_show_image_description,A description of the file.,NULL,10,utf8_general_ci,NULL,NULL,utf8,65535,65535
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_category,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_category,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_category,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_category,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_category,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_category,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_category,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_slider_category,0,def,field_slider_category_tid,<blank>,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,0,def,field_slider_image_fid,The file_managed.fid being referenced in this field.,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(512),YES,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,NULL,def,field_slider_image_alt,"Alternative image text, for the image’s ’alt’ attribute.",NULL,9,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(1024),YES,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,NULL,def,field_slider_image_title,"Image title text, for the image’s ’title’ attribute.",NULL,10,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,int,<blank>,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,0,def,field_slider_image_width,The width of the image in pixels.,NULL,11,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_slider_image,0,def,field_slider_image_height,The height of the image in pixels.,NULL,12,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_special_category,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_special_category,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_special_category,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_special_category,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_special_category,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_special_category,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_special_category,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_special_category,0,def,field_special_category_tid,<blank>,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,0,def,field_sponsored_by_image_fid,The file_managed.fid being referenced in this field.,NULL,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(512),YES,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,NULL,def,field_sponsored_by_image_alt,"Alternative image text, for the image’s ’alt’ attribute.",NULL,9,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(1024),YES,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,NULL,def,field_sponsored_by_image_title,"Image title text, for the image’s ’title’ attribute.",NULL,10,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,int,<blank>,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,0,def,field_sponsored_by_image_width,The width of the image in pixels.,NULL,11,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(10) unsigned,YES,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_image,0,def,field_sponsored_by_image_height,The height of the image in pixels.,NULL,12,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(500),YES,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,NULL,def,field_sponsored_by_url_value,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,1500,500
<blank>,varchar,MUL,varchar(255),YES,paintmag_production,"select,insert,update,references",field_revision_field_sponsored_by_url,NULL,def,field_sponsored_by_url_format,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,0,def,revision_id,The entity revision id this data is attached to,NULL,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(32),NO,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,NULL,def,language,The language for this data item.,<blank>,6,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,0,def,delta,"The sequence number for this data item, used for multi-value fields",NULL,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),YES,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,NULL,def,field_tag_line_value,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,MUL,varchar(255),YES,paintmag_production,"select,insert,update,references",field_revision_field_tag_line,NULL,def,field_tag_line_format,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,765,255
<blank>,varchar,PRI,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_term_category,NULL,def,entity_type,The entity type this data is attached to,<blank>,1,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,varchar,MUL,varchar(128),NO,paintmag_production,"select,insert,update,references",field_revision_field_term_category,NULL,def,bundle,"The field instance bundle to which this row belongs, used when deleting a field instance",<blank>,2,utf8_general_ci,NULL,NULL,utf8,384,128
<blank>,tinyint,PRI,tinyint(4),NO,paintmag_production,"select,insert,update,references",field_revision_field_term_category,0,def,deleted,A boolean indicating whether this data item has been deleted,0,3,NULL,3,NULL,NULL,NULL,NULL
<blank>,int,PRI,int(10) unsigned,NO,paintmag_production,"select,insert,update,references",field_revision_field_term_category,0,def,entity_id,The entity id this data is attached to,NULL,4,NULL,10,NULL,NULL,NULL,NULL
